"","Artist","Songs","Links"
"341","Lady Gaga","Perfect Illusion","/theorytab/view/lady-gaga/perfect-illusion"
"342","Lady Gaga","Reloaded","/theorytab/view/lady-gaga/reloaded"
"343","Lady Gaga","Million Reasons","/theorytab/view/lady-gaga/million-reasons"
"344","Lady Gaga","Government Hooker","/theorytab/view/lady-gaga/government-hooker"
"345","Lady Gaga","The Cure","/theorytab/view/lady-gaga/the-cure"
"346","Lady Gaga","Starstruck","/theorytab/view/lady-gaga/starstruck"
"347","Lady Gaga","Dancin' In Circles","/theorytab/view/lady-gaga/dancin-in-circles"
"348","Lady Gaga","The Fame","/theorytab/view/lady-gaga/the-fame"
"349","Lady Gaga","Judas","/theorytab/view/lady-gaga/judas"
"350","Lady Gaga","Black Jesus - Amen Fashion","/theorytab/view/lady-gaga/black-jesus---amen-fashion"
"351","Initial Talk","Joanne","/theorytab/view/lady-gaga/joanne"
"352","Lady Gaga","Shallow","/theorytab/view/lady-gaga-and-bradley-cooper/shallow"
"353","Lady Gaga","John Wayne","/theorytab/view/lady-gaga/john-wayne"
"354","Lady Gaga","Diamond Heart","/theorytab/view/lady-gaga/diamond-heart"
"355","Lady Gaga","Nothing On But The Radio","/theorytab/view/lady-gaga/nothing-on-but-the-radio"
"356","Lady Gaga","Venus","/theorytab/view/lady-gaga/venus"
"357","Lady Gaga","Never Love Again","/theorytab/view/lady-gaga/never-love-again"
"358","Lady Gaga","Bloody Mary","/theorytab/view/lady-gaga/bloody-mary"
"359","Lady Gaga","Bad Kids","/theorytab/view/lady-gaga/bad-kids"
"360","Initial Talk","Lady Gaga - The Cure 80s Remix","/theorytab/view/initial-talk/lady-gaga---the-cure-80s-remix"
"361","Lady Gaga","Mary Jane Holland","/theorytab/view/lady-gaga/mary-jane-holland"
"362","Lady Gaga","Where Do You Think You're Goin'","/theorytab/view/lady-gaga/where-do-you-think-youre-goin"
"363","Lady Gaga","Bad Romance","/theorytab/view/lady-gaga/bad-romance"
"364","Lady Gaga","The Edge Of Glory","/theorytab/view/lady-gaga/the-edge-of-glory"
"365","Lady Gaga","Alejandro","/theorytab/view/lady-gaga/alejandro"
"366","Lady Gaga","Paparazzi","/theorytab/view/lady-gaga/paparazzi"
"367","Lady Gaga","Poker Face","/theorytab/view/lady-gaga/poker-face"
"368","Lady Gaga","Do What U Want","/theorytab/view/lady-gaga/do-what-u-want"
"369","Lady Gaga","Applause","/theorytab/view/lady-gaga/applause"
"370","Lady Gaga","Born This Way","/theorytab/view/lady-gaga/born-this-way"
"371","Lady Gaga","Aura","/theorytab/view/lady-gaga/aura"
"372","Lady Gaga","Just Dance","/theorytab/view/lady-gaga/just-dance"
"373","Lady Gaga","Brown Eyes","/theorytab/view/lady-gaga/brown-eyes"
"374","Lady Gaga","Speechless","/theorytab/view/lady-gaga/speechless"
"375","Lady Gaga","Telephone","/theorytab/view/lady-gaga/telephone"
"376","Lady Gaga","Eh Eh","/theorytab/view/lady-gaga/eh-eh"
"377","Lady Gaga","GUY","/theorytab/view/lady-gaga/guy"
"378","Lady Gaga","Marry the Night","/theorytab/view/lady-gaga/marry-the-night"
"379","Lady Gaga","You And I","/theorytab/view/lady-gaga/you-and-i"
"380","Lady Gaga","ARTPOP","/theorytab/view/lady-gaga/artpop"
"381","Lady Gaga","Again Again","/theorytab/view/lady-gaga/again-again"
"382","Lady Gaga","Scheisse","/theorytab/view/lady-gaga/scheisse"
"383","Lady Gaga","Dance In The Dark","/theorytab/view/lady-gaga/dance-in-the-dark"
"384","Lady Gaga","Electric Kiss","/theorytab/view/lady-gaga/electric-kiss"
"385","Lady Gaga","Paper Gangsta","/theorytab/view/lady-gaga/paper-gangsta"
"386","Lady Gaga","Stuck On Fuckin You","/theorytab/view/lady-gaga/stuck-on-fuckin-you"
"387","Lady Gaga","Poker Face Acoustic","/theorytab/view/lady-gaga/poker-face-acoustic"
"388","Lady Gaga","LoveGame","/theorytab/view/lady-gaga/lovegame"
"389","Lady Gaga","Paparazzi Acoustic","/theorytab/view/lady-gaga/paparazzi-acoustic"
"390","Lady Gaga","Heavy Metal Lover","/theorytab/view/lady-gaga/heavy-metal-lover"
"391","Lady Gaga","So Happy I Could Die","/theorytab/view/lady-gaga/so-happy-i-could-die"
"392","Lady Gaga","Disco Heaven","/theorytab/view/lady-gaga/disco-heaven"
"393","Lady Gaga","Monster","/theorytab/view/lady-gaga/monster"
"394","Lady Gaga","Second Time Around","/theorytab/view/lady-gaga/second-time-around"
"395","Lady Gaga","Til It Happens To You","/theorytab/view/lady-gaga/til-it-happens-to-you"
"396","Lady Gaga","Perfect Illusion","/theorytab/view/lady-gaga/perfect-illusion"
"397","Lady Gaga","Reloaded","/theorytab/view/lady-gaga/reloaded"
"398","Lady Gaga","Million Reasons","/theorytab/view/lady-gaga/million-reasons"
"399","Lady Gaga","John Wayne","/theorytab/view/lady-gaga/government-hooker"
"400","Lady Gaga","Diamond Heart","/theorytab/view/lady-gaga/the-cure"
"401","Lady Gaga","Nothing On But The Radio","/theorytab/view/lady-gaga/starstruck"
"402","Lady Gaga","Venus","/theorytab/view/lady-gaga/dancin-in-circles"
"403","Lady Gaga","Never Love Again","/theorytab/view/lady-gaga/the-fame"
"404","Lady Gaga","Bloody Mary","/theorytab/view/lady-gaga/judas"
"405","Lady Gaga","Bad Kids","/theorytab/view/lady-gaga/black-jesus---amen-fashion"
"406","Lady Gaga","Lady Gaga - The Cure 80s Remix","/theorytab/view/lady-gaga/joanne"
"407","Lady Gaga and Bradley Cooper","Mary Jane Holland","/theorytab/view/lady-gaga-and-bradley-cooper/shallow"
"408","Lady Gaga","Where Do You Think You're Goin'","/theorytab/view/lady-gaga/john-wayne"
"409","Lady Gaga","Government Hooker","/theorytab/view/lady-gaga/diamond-heart"
"410","Lady Gaga","The Cure","/theorytab/view/lady-gaga/nothing-on-but-the-radio"
"411","Lady Gaga","Starstruck","/theorytab/view/lady-gaga/venus"
"412","Lady Gaga","Dancin' In Circles","/theorytab/view/lady-gaga/never-love-again"
"413","Lady Gaga","Bloody Mary","/theorytab/view/lady-gaga/the-fame"
"414","Lady Gaga","Bad Kids","/theorytab/view/lady-gaga/judas"
"415","Initial Talk","Lady Gaga - The Cure 80s Remix","/theorytab/view/lady-gaga/black-jesus---amen-fashion"
"416","Lady Gaga","Mary Jane Holland","/theorytab/view/lady-gaga/joanne"
"417","Lady Gaga","Where Do You Think You're Goin'","/theorytab/view/lady-gaga-and-bradley-cooper/shallow"
"418","zac brown band",NA,NA
"419","Thomas Rhett","Die A Happy Man","/theorytab/view/thomas-rhett/die-a-happy-man"
"420","chris young",NA,NA
"421","Demi Lovato","Skyscraper","/theorytab/view/demi-lovato/skyscraper"
"422","Demi Lovato","Heart Attack","/theorytab/view/demi-lovato/heart-attack"
"423","Demi Lovato","Cool For The Summer","/theorytab/view/demi-lovato/cool-for-the-summer"
"424","Demi Lovato","Give Your Heart A Break","/theorytab/view/demi-lovato/give-your-heart-a-break"
"425","Demi Lovato","Stone Cold","/theorytab/view/demi-lovato/stone-cold"
"426","Demi Lovato","Here We Go Again","/theorytab/view/demi-lovato/here-we-go-again"
"427","Demi Lovato","Body Say","/theorytab/view/demi-lovato/body-say"
"428","Demi Lovato","Sorry Not Sorry","/theorytab/view/demi-lovato/sorry-not-sorry"
"429","Clean Bandit","Solo feat Demi Lovato","/theorytab/view/clean-bandit/solo-feat-demi-lovato"
"430","florida georgia line",NA,NA
