"","Artist","Songs","Decade","Links"
"326","Black Sabbath","God Is Dead",1970,"/theorytab/view/black-sabbath/god-is-dead"
"327","ABBA","Happy New Year",1970,"/theorytab/view/abba/happy-new-year"
"328","Black Sabbath","Iron Man",1970,"/theorytab/view/black-sabbath/iron-man"
"329","Black Sabbath","Heaven and Hell",1970,"/theorytab/view/black-sabbath/heaven-and-hell"
"330","ABBA","One Of Us",1970,"/theorytab/view/abba/the-winner-takes-it-all"
"331","ABBA","The Winner Takes It All",1970,"/theorytab/view/abba/does-your-mother-know"
"332","ABBA","Does Your Mother Know",1970,"/theorytab/view/abba/thank-you-for-the-music"
"333","Francesco Gabbani","Thank You For The Music",1970,"/theorytab/view/francesco-gabbani/occidentalis-karma"
"334","ABBA","Occidentali's Karma",1970,"/theorytab/view/abba/one-of-us"
"335","Anne Murray","Danny's Song",1970,"/theorytab/view/anne-murray/dannys-song"
"336","The Temptations","My Girl",1970,"/theorytab/view/the-temptations/my-girl"
"337","The Temptations","Ain't Too Proud to Beg",1970,"/theorytab/view/the-temptations/aint-too-proud-to-beg"
"338","daryl hall john oates",NA,1980,NA
"339","Madonna","Like A Prayer",1980,"/theorytab/view/madonna/like-a-prayer"
"340","The Beatles","Lady Madonna",1980,"/theorytab/view/the-beatles/lady-madonna"
"341","Madonna","Girl Gone Wild",1980,"/theorytab/view/madonna/girl-gone-wild"
"342","Madonna","Frozen",1980,"/theorytab/view/madonna/frozen"
"343","Madonna","La Isla Bonita",1980,"/theorytab/view/madonna/la-isla-bonita"
"344","Marina and the Diamonds","Primadonna",1980,"/theorytab/view/marina-and-the-diamonds/primadonna"
"345","Madonna","Hung Up",1980,"/theorytab/view/madonna/hung-up"
"346","Madonna","Beautiful Stranger",1980,"/theorytab/view/madonna/beautiful-stranger"
"347","Madonna","Into The Groove",1980,"/theorytab/view/madonna/into-the-groove"
"348","Madonna","Material Girl",1980,"/theorytab/view/madonna/material-girl"
"349","Madonna","Take A Bow",1980,"/theorytab/view/madonna/take-a-bow"
"350","Madonna","Ray Of Light",1980,"/theorytab/view/madonna/ray-of-light"
"351","Madonna","Devil Pray",1980,"/theorytab/view/madonna/devil-pray"
"352","Madonna","Give Me All Your Luvin'",1980,"/theorytab/view/madonna/give-me-all-your-luvin"
"353","Madonna","Express Yourself",1980,"/theorytab/view/madonna/express-yourself"
"354","Madonna","Sky Fits Heaven",1980,"/theorytab/view/madonna/sky-fits-heaven"
"355","Madonna","Swim",1980,"/theorytab/view/madonna/swim"
"356","Madonna","The Power Of Goodbye",1980,"/theorytab/view/madonna/the-power-of-goodbye"
"357","Madonna","Vogue",1980,"/theorytab/view/madonna/vogue"
"358","Madonna","Don't Tell Me",1980,"/theorytab/view/madonna/dont-tell-me"
"359","Madonna","Sorry",1980,"/theorytab/view/madonna/sorry"
"360","Madonna","Candy Perfume Girl",1980,"/theorytab/view/madonna/candy-perfume-girl"
"361","Madonna","Like A Virgin",1980,"/theorytab/view/madonna/like-a-virgin"
"362","Madonna","Holiday",1980,"/theorytab/view/madonna/holiday"
"363","Madonna","Nothing Really Matters",1980,"/theorytab/view/madonna/nothing-really-matters"
"364","Madonna","Live To Tell",1980,"/theorytab/view/madonna/live-to-tell"
"365","Madonna","Liquid Love",1980,"/theorytab/view/madonna/liquid-love"
"366","Madonna","I'm A Sinner",1980,"/theorytab/view/madonna/im-a-sinner"
"367","Madonna","Mer Girl",1980,"/theorytab/view/madonna/mer-girl"
"368","Madonna","Bitch I'm Madonna",1980,"/theorytab/view/madonna/whos-that-girl"
"369","Madonna","Masterpiece",1980,"/theorytab/view/madonna-feat-avicii/girl-gone-wild-umf-mix"
"370","Madonna","Papa Don't Preach",1980,"/theorytab/view/madonna/ill-remember"
"371","Madonna","Erotica",1980,"/theorytab/view/madonna/secret"
"372","Madonna","Open Your Heart",1980,"/theorytab/view/madonna/bitch-im-madonna"
"373","Madonna","Bad Girl",1980,"/theorytab/view/madonna/masterpiece"
"374","Madonna","Cherish",1980,"/theorytab/view/madonna/papa-dont-preach"
"375","Madonna","True Blue",1980,"/theorytab/view/madonna/erotica"
"376","Madonna feat Avicii","Dress You Up",1980,"/theorytab/view/madonna/open-your-heart"
"377","Madonna","Borderline",1980,"/theorytab/view/madonna/bad-girl"
"378","Madonna","Lucky Star",1980,"/theorytab/view/madonna/cherish"
"379","Madonna","Who's That Girl",1980,"/theorytab/view/madonna/true-blue"
"380","Madonna","Girl Gone Wild UMF Mix",1980,"/theorytab/view/madonna/dress-you-up"
"381","Madonna","I'll Remember",1980,"/theorytab/view/madonna/borderline"
"382","Madonna","Secret",1980,"/theorytab/view/madonna/lucky-star"
"383","billy joel","piano man",1980,"/theorytab/view/billy-joel/piano-man"
"384","Billy Joel","Uptown Girl",1980,"/theorytab/view/billy-joel/uptown-girl"
"385","Billy Joel","She's Always a Woman",1980,"/theorytab/view/billy-joel/shes-always-a-woman"
"386","Billy Joel","Just The Way You Are",1980,"/theorytab/view/billy-joel/just-the-way-you-are"
"387","Billy Joel","The Longest Time",1980,"/theorytab/view/billy-joel/the-longest-time"
"388","Billy Joel","All for Leyna",1980,"/theorytab/view/billy-joel/all-for-leyna"
"389","billy joel","pianoman",1980,"/theorytab/view/billy-joel/pianoman"
"390","Billy Joel","Big Shot",1980,"/theorytab/view/billy-joel/big-shot"
"391","Billy Joel","Goodnight Saigon",1980,"/theorytab/view/billy-joel/goodnight-saigon"
"392","billyjoel","piano man",1980,"/theorytab/view/billyjoel/piano-man"
"393","Billy Joel","Honesty",1980,"/theorytab/view/billy-joel/honesty"
"394","Billy Joel","We Didn't Start The Fire",1980,"/theorytab/view/billy-joel/we-didnt-start-the-fire"
"395","Billy Joel","Leningrad",1980,"/theorytab/view/billy-joel/leningrad"
"396","Billy Joel","Allentown",1980,"/theorytab/view/billy-joel/allentown"
"397","Billy Joel","Vienna",1980,"/theorytab/view/billy-joel/vienna"
"398","Billy Joel","Movin Out",1980,"/theorytab/view/billy-joel/movin-out"
"399","Billy Joel","I've Loved These Days",1980,"/theorytab/view/billy-joel/ive-loved-these-days"
"400","Billy Joel","It's Still Rock and Roll to Me",1980,"/theorytab/view/billy-joel/its-still-rock-and-roll-to-me"
"401","kool & the gang",NA,1980,NA
"402","Elton John","Tiny Dancer",1980,"/theorytab/view/elton-john/tiny-dancer"
"403","Elton John","Can You Feel the Love Tonight",1980,"/theorytab/view/elton-john/can-you-feel-the-love-tonight"
"404","Elton John","Your Song",1980,"/theorytab/view/elton-john/your-song"
"405","Elton John","Crocodile Rock",1980,"/theorytab/view/elton-john/crocodile-rock"
"406","Elton John","Levon",1980,"/theorytab/view/elton-john/levon"
"407","Elton John","The Oven Instructions Song",1980,"/theorytab/view/elton-john/the-oven-instructions-song"
"408","Elton John","Yellow Brick Road",1980,"/theorytab/view/elton-john/yellow-brick-road"
"409","Elton John","Nikita",1980,"/theorytab/view/elton-john/nikita"
"410","Elton John","Don't Let The Sun Go Down On Me",1980,"/theorytab/view/elton-john/dont-let-the-sun-go-down-on-me"
"411","Elton John","Love Song",1980,"/theorytab/view/elton-john/love-song"
"412","Elton John","Daniel",1980,"/theorytab/view/elton-john/daniel"
"413","Elton John","Sorry Seems To Be The Hardest Word",1980,"/theorytab/view/elton-john/sorry-seems-to-be-the-hardest-word"
"414","Elton John","Rocket Man",1980,"/theorytab/view/elton-john/rocket-man"
"415","Elton John","Benny and the Jets",1980,"/theorytab/view/elton-john/benny-and-the-jets"
"416","Elton John","Skyline Pigeon",1980,"/theorytab/view/elton-john/skyline-pigeon"
"417","Elton John","Goodbye Yellow Brick Road",1980,"/theorytab/view/elton-john/goodbye-yellow-brick-road"
"418","the pointer sisters",NA,1980,NA
"419","Journey","Don't Stop Believing",1980,"/theorytab/view/journey/dont-stop-believing"
"420","John Williams","Jurassic Park - Journey to the Island",1980,"/theorytab/view/john-williams/jurassic-park---journey-to-the-island"
"421","Howard Shore","A Journey In The Dark",1980,"/theorytab/view/howard-shore/a-journey-in-the-dark"
"422","Journey","Faithfully",1980,"/theorytab/view/journey/faithfully"
"423","Journey","Lights",1980,"/theorytab/view/journey/lights"
"424","Unitopia","Journey's Friend",1980,"/theorytab/view/unitopia/journeys-friend"
"425","Nobuo Uematsu","Neverending Journey",1980,"/theorytab/view/nobuo-uematsu/neverending-journey"
"426","Kentarou Haneda","SDC Orguss - Journey into Tomorrow",1980,"/theorytab/view/kentarou-haneda/sdc-orguss---journey-into-tomorrow"
"427","Journey","Separate Ways Worlds Apart",1980,"/theorytab/view/journey/separate-ways"
"428","Journey","Separate Ways",1980,"/theorytab/view/nintendo/beginning-of-a-journey-kirby-and-the-rainbow-curse"
"429","Nintendo","Beginning of a Journey-Kirby and the Rainbow Curse",1980,"/theorytab/view/journey/separate-ways-worlds-apart"
"430","Rod Stewart","Young Turks",1980,"/theorytab/view/rod-stewart/young-turks"
"431","Michael Jackson","Billie Jean",1980,"/theorytab/view/michael-jackson/billie-jean"
"432","Michael Jackson","Beat It",1980,"/theorytab/view/michael-jackson/beat-it"
"433","Michael Jackson","Thriller",1980,"/theorytab/view/michael-jackson/thriller"
"434","Michael Jackson","Black or White",1980,"/theorytab/view/michael-jackson/black-or-white"
"435","Michael Jackson","Smooth Criminal",1980,"/theorytab/view/michael-jackson/smooth-criminal"
"436","Michael Jackson","Don't Stop 'Till You Get Enough",1980,"/theorytab/view/michael-jackson/dont-stop-till-you-get-enough"
"437","Michael Jackson","Man In The Mirror",1980,"/theorytab/view/michael-jackson/man-in-the-mirror"
"438","Michael Jackson","Love Never Felt So Good",1980,"/theorytab/view/michael-jackson/love-never-felt-so-good"
"439","Michael Jackson","I Just Can't Stop Loving You",1980,"/theorytab/view/michael-jackson/i-just-cant-stop-loving-you"
"440","Michael Jackson","Earth Song",1980,"/theorytab/view/michael-jackson/earth-song"
"441","Michael Jackson","Bad",1980,"/theorytab/view/michael-jackson/bad"
"442","Michael Jackson","You Are Not Alone",1980,"/theorytab/view/michael-jackson/you-are-not-alone"
"443","Michael Jackson","Break Of Dawn",1980,"/theorytab/view/michael-jackson/break-of-dawn"
"444","Michael Jackson","Stranger In Moscow",1980,"/theorytab/view/michael-jackson/stranger-in-moscow"
"445","Michael Jackson","Heal The World",1980,"/theorytab/view/michael-jackson/heal-the-world"
"446","MajorVsMinor","Michael Jackson - Black or White",1980,"/theorytab/view/majorvsminor/michael-jackson---black-or-white"
"447","Michael Jackson","Jam",1980,"/theorytab/view/michael-jackson/jam"
"448","Michael Jackson","Why You Wanna Trip On Me",1980,"/theorytab/view/michael-jackson/why-you-wanna-trip-on-me"
"449","Michael Jackson","She Drives Me Wild",1980,"/theorytab/view/michael-jackson/she-drives-me-wild"
"450","Paul McCartney - Michael Jackson","Say Say Say",1980,"/theorytab/view/paul-mccartney---michael-jackson/say-say-say"
"451","Michael Jackson","Will You Be There",1980,"/theorytab/view/michael-jackson/will-you-be-there"
"452","Michael Jackson","Off the Wall",1980,"/theorytab/view/michael-jackson/give-into-me"
"453","Michael Jackson","Who Is It",1980,"/theorytab/view/michael-jackson/threatened"
"454","Michael Jackson","Michael Jackson - Thriller",1980,"/theorytab/view/michael-jackson/off-the-wall"
"455","Michael Jackson","Man In TheMirror",1980,"/theorytab/view/michael-jackson/who-is-it"
"456","Michael Jackson","Wanna Be Startin' Somethin'",1980,"/theorytab/view/james-egbert/michael-jackson---thriller"
"457","Michael Jackson","This Time Around",1980,"/theorytab/view/michael-jackson/man-in-themirror"
"458","James Egbert","Give Into Me",1980,"/theorytab/view/michael-jackson/wanna-be-startin-somethin"
"459","Michael Jackson","Threatened",1980,"/theorytab/view/michael-jackson/this-time-around"
"460","Chicago","Hard To Say Im Sorry",1980,"/theorytab/view/chicago/hard-to-say-im-sorry"
"461","Sufjan Stevens","Chicago",1980,"/theorytab/view/sufjan-stevens/chicago"
"462","Chicago","Colour My World",1980,"/theorytab/view/chicago/colour-my-world"
"463","Chicago","25 or 6 to 4",1980,"/theorytab/view/chicago/25-or-6-to-4"
"464","Chicago","You're The Inspiration",1980,"/theorytab/view/chicago/youre-the-inspiration"
"465","Robert Johnson","Sweet Home Chicago",1980,"/theorytab/view/robert-johnson/sweet-home-chicago"
"466","Grant Kirkhope","Perfect Dark - Chicago Stealth",1980,"/theorytab/view/chicago/saturday-in-the-park"
"467","Chicago","Feelin' Stronger Every Day",1980,"/theorytab/view/grant-kirkhope/perfect-dark---chicago-stealth"
"468","Chicago","Saturday in the Park",1980,"/theorytab/view/chicago/feelin-stronger-every-day"
"469","huey lewis & the news",NA,1980,NA
"470","Sheena Easton","What You Are",1980,"/theorytab/view/sheena-easton/what-you-are"
"471","Sheena Easton","For Your Eyes Only",1980,"/theorytab/view/sheena-easton/for-your-eyes-only"
"472","Rick Springfield","Jessie's Girl",1980,"/theorytab/view/rick-springfield/jessies-girl"
"473","Rick Springfield","Human Touch",1980,"/theorytab/view/rick-springfield/human-touch"
"474","Pat Benatar","Invincible",1980,"/theorytab/view/pat-benatar/invincible"
"475","Pat Benatar","Promises In The Dark",1980,"/theorytab/view/pat-benatar/promises-in-the-dark"
"476","Pat Benatar","Hit Me With Your Best Shot",1980,"/theorytab/view/pat-benatar/hit-me-with-your-best-shot"
"477","Lionel Richie","Hello",1980,"/theorytab/view/lionel-richie/hello"
"478","REO Speedwagon","Roll With The Changes",1980,"/theorytab/view/reo-speedwagon/roll-with-the-changes"
"479","REO Speedwagon","Can't Fight This Feeling",1980,"/theorytab/view/reo-speedwagon/cant-fight-this-feeling"
"480","Kenny Loggins","Footloose",1980,"/theorytab/view/kenny-loggins/footloose"
"481","Survivor","Eye Of The Tiger",1980,"/theorytab/view/survivor/eye-of-the-tiger"
"482","Destiny's Child","Survivor",1980,"/theorytab/view/destinys-child/survivor"
"483","David Hasselhoff","True Survivor",1980,"/theorytab/view/david-hasselhoff/true-survivor"
"484","Steve Jablonsky","Lone Survivor",1980,"/theorytab/view/steve-jablonsky/lone-survivor"
"485","South Park","Princess Kenny",1980,"/theorytab/view/south-park/princess-kenny"
"486","Prince","Breakfast Can Wait",1980,"/theorytab/view/prince/breakfast-can-wait"
"487","Michiru Yamane","Castlevania SotN - The Tragic Prince",1980,"/theorytab/view/michiru-yamane/castlevania-sotn---the-tragic-prince"
"488","Prince","Purple Rain",1980,"/theorytab/view/prince/purple-rain"
"489","Bobby Prince","Running From Evil - Doom II Soundtrack",1980,"/theorytab/view/bobby-prince/running-from-evil---doom-ii-soundtrack"
"490","ZUN","Septette for the Dead Princess",1980,"/theorytab/view/zun/septette-for-the-dead-princess"
"491","Nintendo","Hyrule Field - Zelda Twilight Princess",1980,"/theorytab/view/nintendo/hyrule-field---zelda-twilight-princess"
"492","Prince","If I Was Your Girlfriend",1980,"/theorytab/view/prince/if-i-was-your-girlfriend"
"493","ZUN","Kobito of the Shining Needle - Little Princess",1980,"/theorytab/view/zun/kobito-of-the-shining-needle---little-princess"
"494","John Williams","Han Solo And The Princess",1980,"/theorytab/view/john-williams/han-solo-and-the-princess"
"495","Joe Hisaishi","Princess Mononoke Theme",1980,"/theorytab/view/joe-hisaishi/princess-mononoke-theme"
"496","Nintendo","Elder Princess Shroob Battle",1980,"/theorytab/view/nintendo/elder-princess-shroob-battle"
"497","John Williams","Princess Leia's Theme",1980,"/theorytab/view/john-williams/princess-leias-theme"
"498","ZUN","Because Princess Inada Is Scolding Me",1980,"/theorytab/view/zun/because-princess-inada-is-scolding-me"
"499","Ponyphonic","Lullaby for a Princess",1980,"/theorytab/view/ponyphonic/lullaby-for-a-princess"
"500","Wan Wan","The Princess That Was Erased From History",1980,"/theorytab/view/wan-wan/the-princess-that-was-erased-from-history"
"501","Prince","1999",1980,"/theorytab/view/prince/1999"
"502","Mason vs Princess Superstar","Perfect Exceeder",1980,"/theorytab/view/mason-vs-princess-superstar/perfect-exceeder"
"503","Kazumi Totaka","Kaeru no Tame ni - The Prince's Adventure",1980,"/theorytab/view/kazumi-totaka/kaeru-no-tame-ni---the-princes-adventure"
"504","Allstar Weekend","Hey Princess",1980,"/theorytab/view/allstar-weekend/hey-princess"
"505","Prince","I Am A Prince",1980,"/theorytab/view/lazytown/i-am-a-prince"
"506","Prince","Maniacal Princess",1980,"/theorytab/view/zun/maniacal-princess"
"507","Disney","DOLPHIN",1980,"/theorytab/view/prince/dolphin"
"508","Prince","Princesa",1980,"/theorytab/view/carne-doce/princesa"
"509","LazyTown","U Got The Look",1980,"/theorytab/view/prince/u-got-the-look"
"510","ZUN","Nothing Compares 2 U",1980,"/theorytab/view/prince/nothing-compares-2-u"
"511","PRINCE","Prince Ali - Aladdin",1980,"/theorytab/view/disney/prince-ali---aladdin"
"512","Carne Doce","I Would Die 4 U",1980,"/theorytab/view/prince/i-would-die-4-u"
"513","Air Supply","All Out Of Love",1980,"/theorytab/view/air-supply/all-out-of-love"
"514","Air Supply","Making Love Out Of Nothing At All",1980,"/theorytab/view/air-supply/making-love-out-of-nothing-at-all"
"515","Stevie Wonder","Sir Duke",1980,"/theorytab/view/stevie-wonder/sir-duke"
"516","Stevie Wonder","Superstition",1980,"/theorytab/view/stevie-wonder/superstition"
"517","Stevie Wonder","My Cheri Amour",1980,"/theorytab/view/stevie-wonder/my-cheri-amour"
"518","Stevie Wonder","Boogie On Reggae Woman",1980,"/theorytab/view/stevie-wonder/boogie-on-reggae-woman"
"519","Stevie Wonder","Ribbon In The Sky",1980,"/theorytab/view/stevie-wonder/ribbon-in-the-sky"
"520","Stevie Wonder","Livin For The City",1980,"/theorytab/view/stevie-wonder/livin-for-the-city"
"521","Stevie Wonder","Think Of Me As Your Soldier",1980,"/theorytab/view/stevie-wonder/think-of-me-as-your-soldier"
"522","Stevie Wonder","I Wish",1980,"/theorytab/view/stevie-wonder/i-wish"
"523","Stevie Wonder","You Are The Sunshine Of My Life",1980,"/theorytab/view/stevie-wonder/you-are-the-sunshine-of-my-life"
"524","Stevie Wonder","For Once In My Life",1980,"/theorytab/view/stevie-wonder/for-once-in-my-life"
"525","Stevie Wonder","Isn't She Lovely",1980,"/theorytab/view/stevie-wonder/isnt-she-lovely"
"526","Stevie Wonder","Love's In Need of Love Today",1980,"/theorytab/view/stevie-wonder/loves-in-need-of-love-today"
"527","Stevie Wonder","Overjoyed",1980,"/theorytab/view/stevie-wonder/overjoyed"
"528","Stevie Wonder","As",1980,"/theorytab/view/stevie-wonder/as"
"529","Diana Ross","It's Your Move",1980,"/theorytab/view/diana-ross/its-your-move"
"530","Diana Ross","If We Hold On Together",1980,"/theorytab/view/diana-ross/if-we-hold-on-together"
"531","Diana Ross","Upside Down",1980,"/theorytab/view/diana-ross/upside-down"
"532","Duran Duran","Ordinary World",1980,"/theorytab/view/duran-duran/ordinary-world"
"533","Duran Duran","Rio",1980,"/theorytab/view/duran-duran/rio"
"534","Duran Duran","Hungry Like The Wolf",1980,"/theorytab/view/duran-duran/hungry-like-the-wolf"
"535","Duran Duran","Save A Prayer",1980,"/theorytab/view/duran-duran/save-a-prayer"
"536","Duran Duran","Come Undone",1980,"/theorytab/view/duran-duran/come-undone"
"537","Duran Duran","Is There Something I Should Know",1980,"/theorytab/view/duran-duran/is-there-something-i-should-know"
"538","Duran Duran","Planet Earth",1980,"/theorytab/view/duran-duran/planet-earth"
"539","Duran Duran","Girls on Film",1980,"/theorytab/view/duran-duran/girls-on-film"
"540","Grimes","Genesis",1980,"/theorytab/view/grimes/genesis"
"541","Genesis","Scenes From A Night's Dream",1980,"/theorytab/view/genesis/scenes-from-a-nights-dream"
"542","Genesis","Watcher Of The Skies",1980,"/theorytab/view/genesis/watcher-of-the-skies"
"543","Yoko Takahashi","Neon Genesis Evangelion - Soul's Refrain",1980,"/theorytab/view/yoko-takahashi/neon-genesis-evangelion---souls-refrain"
"544","Shiro Sagisu","Neon Genesis Evangelion - Decisive Battle",1980,"/theorytab/view/shiro-sagisu/neon-genesis-evangelion---decisive-battle"
"545","Pendulum","Genesis",1980,"/theorytab/view/pendulum/genesis"
"546","Ridiculon","Genesis 22-10",1980,"/theorytab/view/ridiculon/genesis-22-10"
"547","Genesis","Many Too Many",1980,"/theorytab/view/genesis/many-too-many"
"548","Muse","Exogenesis",1980,"/theorytab/view/muse/exogenesis"
"549","TheFatRat","Xenogenesis",1980,"/theorytab/view/thefatrat/xenogenesis"
"550","Celine Dion","My Heart Will Go On",1980,"/theorytab/view/celine-dion/my-heart-will-go-on"
"551","Christina Perri","Jar Of Hearts",1980,"/theorytab/view/christina-perri/jar-of-hearts"
"552","Sia","Elastic Heart",1980,"/theorytab/view/sia/elastic-heart"
"553","Bonnie Tyler","Total Eclipse of the Heart",1980,"/theorytab/view/bonnie-tyler/total-eclipse-of-the-heart"
"554","Two Steps from Hell","Heart of Courage",1980,"/theorytab/view/two-steps-from-hell/heart-of-courage"
"555","Demi Lovato","Heart Attack",1980,"/theorytab/view/demi-lovato/heart-attack"
"556","Toni Braxton","Unbreak My Heart",1980,"/theorytab/view/toni-braxton/unbreak-my-heart"
"557","Nirvana","Heart Shaped Box",1980,"/theorytab/view/nirvana/heart-shaped-box"
"558","Porter Robinson-ft Urban Cone","Lionhearted",1980,"/theorytab/view/porter-robinson-ft-urban-cone/lionhearted"
"559","Blondie","Heart of Glass",1980,"/theorytab/view/blondie/heart-of-glass"
"560","Kanye West","Heartless",1980,"/theorytab/view/kanye-west/heartless"
"561","Demi Lovato","Give Your Heart A Break",1980,"/theorytab/view/demi-lovato/give-your-heart-a-break"
"562","Sandra","Around My Heart",1980,"/theorytab/view/sandra/around-my-heart"
"563","Toby Fox","Heartache",1980,"/theorytab/view/toby-fox/heartache"
"564","Fall Out Boy","America's Suitehearts",1980,"/theorytab/view/fall-out-boy/americas-suitehearts"
"565","Roxette","Listen To Your Heart",1980,"/theorytab/view/roxette/listen-to-your-heart"
"566","Sting","Shape Of My Heart",1980,"/theorytab/view/sting/shape-of-my-heart"
"567","John Mayer","The Heart of Life",1980,"/theorytab/view/john-mayer/the-heart-of-life"
"568","Game Freak","Credits - Pokemon HeartGold and SoulSilver",1980,"/theorytab/view/game-freak/credits---pokemon-heartgold-and-soulsilver"
"569","James Blunt","Bonfire Heart",1980,"/theorytab/view/james-blunt/bonfire-heart"
"570","Joe Hisaishi","Pieces of a Broken Heart",1980,"/theorytab/view/joe-hisaishi/pieces-of-a-broken-heart"
"571","Porter Robinson","Lionhearted-ft Urban Cone",1980,"/theorytab/view/porter-robinson/lionhearted-ft-urban-cone"
"572","John Mayer","Half of My Heart",1980,"/theorytab/view/john-mayer/half-of-my-heart"
"573","Yes","Heart of the Sunrise",1980,"/theorytab/view/yes/heart-of-the-sunrise"
"574","Built By Titan","Heart And Soul",1980,"/theorytab/view/built-by-titan/heart-and-soul"
"575","John Mayer","Dreaming With A Broken Heart",1980,"/theorytab/view/john-mayer/dreaming-with-a-broken-heart"
"576","Selena Gomez","The Heart Wants What It Wants",1980,"/theorytab/view/selena-gomez/the-heart-wants-what-it-wants"
"577","Kingdom Hearts","Dearly Beloved",1980,"/theorytab/view/kingdom-hearts/dearly-beloved"
"578","The Head and The Heart","Shake",1980,"/theorytab/view/the-head-and-the-heart/shake"
"579","Heart","What About Love",1980,"/theorytab/view/heart/what-about-love"
"580","The White Stripes","I Want to Be the Boy to Warm Your Mother's Heart",1980,"/theorytab/view/the-white-stripes/i-want-to-be-the-boy-to-warm-your-mothers-heart"
"581","Oasis","Stop Crying Your Heart Out",1980,"/theorytab/view/oasis/stop-crying-your-heart-out"
"582","Twenty One Pilots","Tear In My Heart",1980,"/theorytab/view/twenty-one-pilots/tear-in-my-heart"
"583","Green Day","Stray Heart",1980,"/theorytab/view/green-day/stray-heart"
"584","Hoagy Carmichael","Heart And Soul",1980,"/theorytab/view/hoagy-carmichael/heart-and-soul"
"585","Kelly Clarkson","Heartbeat Song",1980,"/theorytab/view/kelly-clarkson/heartbeat-song"
"586","Of Monsters and Men","King and Lionheart",1980,"/theorytab/view/of-monsters-and-men/king-and-lionheart"
"587","GRL","Ugly Heart",1980,"/theorytab/view/grl/ugly-heart"
"588","One Direction","Heart Attack ",1980,"/theorytab/view/one-direction/heart-attack-"
"589","Taylor Dayne","Tell It To My Heart",1980,"/theorytab/view/taylor-dayne/tell-it-to-my-heart"
"590","Shoji Meguro","Persona 4 - Heartbeat Heartbreak",1980,"/theorytab/view/shoji-meguro/persona-4---heartbeat-heartbreak"
"591","Klaas","Heartbeat",1980,"/theorytab/view/klaas/heartbeat"
"592","JJAMZ","Heartbeat",1980,"/theorytab/view/jjamz/heartbeat"
"593","ZUN","Heartfelt Fancy",1980,"/theorytab/view/zun/heartfelt-fancy"
"594","The Knife","Heartbeats",1980,"/theorytab/view/the-knife/heartbeats"
"595","Florence and the Machine","Rabbit Heart",1980,"/theorytab/view/florence-and-the-machine/rabbit-heart"
"596","Neon Indian","Heart Decay",1980,"/theorytab/view/neon-indian/heart-decay"
"597","The Blue Hearts","Linda Linda",1980,"/theorytab/view/the-blue-hearts/linda-linda"
"598","ZUN","Pure Furies - Whereabouts of the Heart",1980,"/theorytab/view/zun/pure-furies---whereabouts-of-the-heart"
"599","Game Freak","Viridian Forest - Pokemon HeartGold and SoulSilver",1980,"/theorytab/view/game-freak/viridian-forest---pokemon-heartgold-and-soulsilver"
"600","Backstreet Boys","Shape of My Heart",1980,"/theorytab/view/backstreet-boys/shape-of-my-heart"
"601","Annie","Heartbeat",1980,"/theorytab/view/annie/heartbeat"
"602","The Avett Brothers","Kick Drum Heart",1980,"/theorytab/view/the-avett-brothers/kick-drum-heart"
"603","Joe Cocker","Unchain my Heart",1980,"/theorytab/view/joe-cocker/unchain-my-heart"
"604","Gym Class Heroes ft Adam Levine","Stereo Hearts",1980,"/theorytab/view/gym-class-heroes-ft-adam-levine/stereo-hearts"
"605","Olly Murs","Heart Skips A Beat ft Rizzle Kicks",1980,"/theorytab/view/olly-murs/heart-skips-a-beat-ft-rizzle-kicks"
"606","Nause","Hungry Hearts",1980,"/theorytab/view/nause/hungry-hearts"
"607","Tom Petty And the Heartbreakers"," I Won't Back Down",1980,"/theorytab/view/tom-petty-and-the-heartbreakers/-i-wont-back-down"
"608","Girls' Generation","Lion Heart",1980,"/theorytab/view/girls-generation/lion-heart"
"609","Nsync","Tearin' Up My Heart",1980,"/theorytab/view/nsync/tearin-up-my-heart"
"610","Rush","Closer to the Heart",1980,"/theorytab/view/rush/closer-to-the-heart"
"611","MORTEN","Beautiful Heartbeat - Avicii Remix",1980,"/theorytab/view/morten/beautiful-heartbeat---avicii-remix"
"612","Deee-Lite","Groove Is In The Heart",1980,"/theorytab/view/deee-lite/groove-is-in-the-heart"
"613","adelina tahiri","HEART ON FIRE",1980,"/theorytab/view/adelina-tahiri/heart-on-fire"
"614","Robyn","With Every Heartbeat",1980,"/theorytab/view/robyn/with-every-heartbeat"
"615","Tom Petty And The Heartbreakers","I Won't Back Down",1980,"/theorytab/view/tom-petty-and-the-heartbreakers/i-wont-back-down"
"616","Breathe Carolina","Platinum Hearts",1980,"/theorytab/view/breathe-carolina/platinum-hearts"
"617","Kylie Minogue","2 Hearts",1980,"/theorytab/view/kylie-minogue/2-hearts"
"618","Yoko Shimomura","Kingdom Hearts II - Shipmeister's Shanty",1980,"/theorytab/view/yoko-shimomura/kingdom-hearts-ii---shipmeisters-shanty"
"619","Eli Young Band","Even If It Breaks Your Heart",1980,"/theorytab/view/eli-young-band/even-if-it-breaks-your-heart"
"620","Modern Talking","You're My Heart You're My Soul",1980,"/theorytab/view/modern-talking/youre-my-heart-youre-my-soul"
"621","Manowar","Heart Of Steel",1980,"/theorytab/view/manowar/heart-of-steel"
